NAALAD2	NAALAD2_rna-XM_015280387.2
RBM26	RBM26_ENSGALT00000061543.2
STYK1	STYK1_rna-XM_015294300.2
PRKCZ	PRKCZ_rna-XM_417561.6
KIF19	KIF19_rna-XM_015279930.2
BCL9	BCL9_rna-XM_004938330.3
TSHR	TSHR_rna-XM_025150837.1
DUOXA2	DUOXA2_rna-XM_015279091.2
DDO	DDO_ENSGALT00000024288.5
DOCK10	DOCK10_rna-XM_015277020.2
RORA	RORA_rna-XM_015278889.2
NEIL3	NEIL3_rna-XM_025149949.1
TBX4	TBX4_ENSGALT00000008476.6
SPAG8	SPAG8_rna-XM_003642918.4
NALCN	NALCN_ENSGALT00000027248.7
MAPT	MAPT_rna-XM_015299348.2
SKP1	SKP1_ENSGALT00000072062.2
CD226	CD226_ENSGALT00000096311.1
CDH19	CDH19_ENSGALT00000074916.2
CHRDL2	CHRDL2_rna-XM_025152437.1
BORCS7	BORCS7_ENSGALT00000013188.6
ODC1	ODC1_ENSGALT00000026527.7
PATJ	PATJ_rna-XM_004936852.3
FCHSD1	FCHSD1_ENSGALT00000092210.1
SNX2	SNX2_ENSGALT00000049583.2
DIRAS1	DIRAS1_ENSGALT00000046091.3
NGF	NGF_rna-XM_025143679.1
CAMK2D	CAMK2D_rna-XM_025149657.1
BRD1	BRD1_rna-XM_025147464.1
THAP9	THAP9_ENSGALT00000089315.2
DUS2	DUS2_rna-XM_015292364.2
IGFN1	IGFN1_rna-XM_025143762.1
HDHD3	HDHD3_rna-XM_025141521.1
TAF4B	TAF4B_rna-XM_015277993.2
MOGL4	MOGL4_rna-XM_025155851.1
C5H14orf37	C5H14orf37_rna-XM_004936465.2
PHF20L1	PHF20L1_rna-XM_015283086.2
BAG3	BAG3_rna-XM_015288908.2
STARD3	STARD3_rna-XM_015299542.2
ANK1	ANK1_rna-XM_015297390.2
KCNC4	KCNC4_rna-XM_003642720.4
PCYT1B	PCYT1B_rna-XM_015302709.2
STKLD1	STKLD1_rna-XM_025141407.1
TBL1XR1	TBL1XR1_rna-XM_025153405.1
MBOAT4	MBOAT4_rna-NM_001199289.1
DCUN1D4	DCUN1D4_rna-XM_025149933.1
H2AFX	H2AFX_rna-XM_004947917.3
RPS4X	RPS4X_rna-NM_205108.1
CTRL	CTRL_rna-NM_001277625.1
MMP23B	MMP23B_rna-XM_004947398.3
SURF4	SURF4_rna-NM_204355.1
TMEM64	TMEM64_ENSGALT00000063593.2
SSTR3	SSTR3_rna-NM_001024583.1
MAP7	MAP7_rna-XM_015284102.2
ACACA	ACACA_rna-XM_015295692.2
SLC25A48	SLC25A48_rna-XM_015293979.2
GPR162	GPR162_rna-XM_015293857.2
USP35	USP35_rna-XM_025146936.1
DNAJB1	DNAJB1_rna-XM_025145813.1
DOCK4	DOCK4_rna-XM_004937544.2
HIPK2	HIPK2_rna-XM_004937849.3
PIK3AP1	PIK3AP1_rna-XM_025151452.1
HENMT1	HENMT1_rna-XM_015290317.2
RAB11FIP3	RAB11FIP3_ENSGALT00000047207.2
FHL5	FHL5_ENSGALT00000025106.6
CZH18ORF25	CZH18ORF25_rna-XM_004949040.3
BBS9	BBS9_rna-XM_015281675.2
RBMS3	RBMS3_rna-XM_015281785.2
HSPA4L	HSPA4L_rna-NM_001012576.1
SYCE3	SYCE3_rna-NM_001278128.2
NANP	NANP_rna-NM_001031059.2
LIN54	LIN54_rna-XM_025149985.1
PDE5A	PDE5A_rna-XM_004941237.3
TNFRSF21	TNFRSF21_rna-NM_001031103.1
NFKBIZ	NFKBIZ_rna-XM_015296174.2
FUK	FUK_rna-XM_025154252.1
PPIA	PPIA_rna-XM_025142826.1
BUD13	BUD13_rna-XM_025143205.1
C4BPA	C4BPA_rna-XM_015298885.2
SLCO3A1	SLCO3A1_ENSGALT00000033975.5
PKD2L2	PKD2L2_rna-XM_004944974.3
ATXN10	ATXN10_rna-XM_004938043.3
PFKFB4L	PFKFB4L_rna-XM_003641962.3
CHRNA5	CHRNA5_rna-NM_204415.2
FHL5	FHL5_rna-XM_025148755.1
CUX1	CUX1_rna-NM_001290201.1
KDM4C	KDM4C_rna-XM_015280209.2
FLAD1	FLAD1_rna-XM_015298509.2
CADPS	CADPS_rna-XM_015293300.1
UBE3C	UBE3C_rna-XM_015281334.2
GMEB1	GMEB1_rna-XM_015297726.2
DR1	DR1_ENSGALT00000009417.5
KCNA5	KCNA5_rna-XM_015292326.1
PDGFC	PDGFC_ENSGALT00000015275.2
AKAP7L	AKAP7L_rna-XM_025147874.1
SLC25A48	SLC25A48_rna-XM_025154933.1
CYP2J22	CYP2J22_rna-XM_015291175.2
CADPS	CADPS_rna-XM_025154731.1
BNIP2	BNIP2_rna-XM_015279006.2
PIGT	PIGT_rna-XM_004947018.2
CACNA1D	CACNA1D_rna-XM_015293003.2
TRIM2	TRIM2_rna-XM_015285272.2
CPEB3	CPEB3_rna-XM_004942160.3
SLC25A12	SLC25A12_rna-XM_015289765.2
DUSP15	DUSP15_rna-XM_025142402.1
FAM84A	FAM84A_rna-XM_025149182.1
MRPS11	MRPS11_rna-NM_001005821.1
SLC27A4	SLC27A4_ENSGALT00000007962.6
TTC27	TTC27_rna-NM_001012567.1
CELF1	CELF1_ENSGALT00000101042.1
PHF20	PHF20_rna-XM_015296264.2
SGMS1	SGMS1_rna-XM_025151465.1
HYAL3	HYAL3_rna-XM_015293492.2
CIAO1	CIAO1_ENSGALT00000054933.2
ATF3	ATF3_rna-XM_015283874.2
WHSC1L1	WHSC1L1_rna-XM_015297409.2
CSGALNACT1	CSGALNACT1_rna-XM_025150408.1
ANGPTL3	ANGPTL3_rna-NM_001135122.1
TOGARAM2	TOGARAM2_ENSGALT00000105313.1
SUMF1	SUMF1_rna-XM_025154592.1
GIGYF2	GIGYF2_rna-XM_015276856.2
LGALS8	LGALS8_rna-XM_015284118.2
CPSF2	CPSF2_rna-XM_015287452.2
RNF128	RNF128_rna-XM_420351.6
ADGRL3	ADGRL3_rna-XM_420575.6
PINX1	PINX1_rna-XM_420036.6
RIMS1	RIMS1_rna-XM_015284778.2
BATF	BATF_rna-XM_025150893.1
ARHGEF37	ARHGEF37_rna-XM_025155010.1
HMP19	HMP19_ENSGALT00000090585.1
CHRNB3	CHRNB3_rna-XM_015280411.2
FBXO42	FBXO42_ENSGALT00000005919.4
CLK2	CLK2_ENSGALT00000079832.3
PATJ	PATJ_rna-XM_025153267.1
PPFIA4	PPFIA4_rna-XM_015298800.1
ABTB1	ABTB1_rna-NM_001030598.1
SRSF6	SRSF6_rna-NM_001030843.2
MRS2	MRS2_rna-XM_418911.6
RTEL1	RTEL1_rna-XM_025142440.1
CEP250	CEP250_ENSGALT00000050885.2
N4BP2	N4BP2_rna-XM_015285447.2
ARPP21	ARPP21_rna-XM_025147530.1
PPP1R7	PPP1R7_rna-NM_001277429.1
C14ORF166B	C14ORF166B_rna-XM_025155555.1
MYBPC1	MYBPC1_rna-XM_025155760.1
ACOX2	ACOX2_rna-XM_004944646.3
STXBP5L	STXBP5L_rna-XM_015295028.2
KIAA0100	KIAA0100_rna-XM_415819.6
EXO1	EXO1_rna-XM_419550.6
NOLC1	NOLC1_rna-XM_004942094.3
JAM3	JAM3_rna-XM_025143367.1
HIP1	HIP1_ENSGALT00000081683.2
CUEDC1	CUEDC1_ENSGALT00000008901.7
FBN1	FBN1_rna-XM_015291935.2
NOS1AP	NOS1AP_rna-XM_004943150.3
TMEM123	TMEM123_ENSGALT00000036427.4
PEX12	PEX12_rna-XM_415773.4
GSTT1	GSTT1_ENSGALT00000080710.2
PPP3CB	PPP3CB_rna-XM_025151457.1
LRRFIP2	LRRFIP2_rna-XM_015281652.2
PPFIBP2	PPFIBP2_rna-XM_025151045.1
CLDND1	CLDND1_ENSGALT00000071016.2
HOXD12	HOXD12_rna-NM_205249.1
TOM1L2	TOM1L2_rna-XM_015294181.2
NDP	NDP_ENSGALT00000078810.2
CDCP2	CDCP2_rna-XM_025153197.1
HSD17B12	HSD17B12_ENSGALT00000052146.2
RMC1	RMC1_ENSGALT00000047727.2
ARID1B	ARID1B_rna-XM_015284233.2
EYA2	EYA2_rna-XM_025142167.1
KALRN	KALRN_ENSGALT00000075325.2
RBM45	RBM45_rna-NM_001031252.1
IVNS1ABP	IVNS1ABP_ENSGALT00000073978.2
ELMO1	ELMO1_rna-XM_015281538.2
PHF10	PHF10_rna-XM_025148834.1
ZNF280D	ZNF280D_rna-XM_004943784.3
ARVCF	ARVCF_rna-XM_025155418.1
VPS11	VPS11_rna-XM_025143287.1
RAB39A	RAB39A_ENSGALT00000027726.5
TRAF6	TRAF6_ENSGALT00000102251.1
ATXN1L	ATXN1L_ENSGALT00000043828.2
ATF7IP	ATF7IP_rna-XM_025148445.1
ELP6	ELP6_ENSGALT00000054085.2
MFSD8	MFSD8_ENSGALT00000016578.6
KLF12	KLF12_rna-XM_015277019.2
ANKRD13C	ANKRD13C_rna-XM_430177.6
RFC3	RFC3_rna-XM_015277830.2
SH3D19	SH3D19_rna-XM_015276660.2
MCAT	MCAT_rna-XM_015291298.2
PLA2G10	PLA2G10_ENSGALT00000034365.5
SLC4A7	SLC4A7_ENSGALT00000095666.1
HNRNPA2B1	HNRNPA2B1_rna-XM_025147200.1
MID1	MID1_rna-NM_204129.1
GOLGA5	GOLGA5_rna-XM_015287752.2
ANGPT4	ANGPT4_rna-XM_001235002.5
TACR3	TACR3_rna-NM_001318454.1
RAB43	RAB43_rna-XM_015293064.2
ZDHHC9	ZDHHC9_ENSGALT00000074919.2
PPM1E	PPM1E_rna-XM_415871.6
KCNB1	KCNB1_rna-XM_015296683.2
MBNL3	MBNL3_rna-XM_015278254.2
KCNG2	KCNG2_rna-XM_015275835.1
CGTL	CGTL_rna-XM_015287496.2
POLRMT	POLRMT_rna-XM_418204.6
EP400	EP400_rna-XM_015275643.2
FPGS	FPGS_ENSGALT00000060821.3
COL6A3	COL6A3_rna-NM_205534.2
SETBP1	SETBP1_ENSGALT00000066139.2
LYPD6B	LYPD6B_rna-XM_015289874.2
ZMYND8	ZMYND8_ENSGALT00000007232.6
PHLDB2	PHLDB2_rna-XM_015297617.2
PHF20	PHF20_rna-XM_025142362.1
ALDH6A1	ALDH6A1_rna-XM_004941779.3
SPON1	SPON1_ENSGALT00000090926.1
CADM1	CADM1_rna-XM_025143224.1
FGF14	FGF14_rna-XM_015274273.2
NCOR2	NCOR2_rna-XM_025155642.1
ABCB1LA	ABCB1LA_rna-XM_025148401.1
TOMM70	TOMM70_rna-XM_416605.6
FIGN	FIGN_rna-XM_004942819.3
AAK1	AAK1_rna-XM_015297334.2
RALGPS1	RALGPS1_rna-XM_003642301.4
SPEF2	SPEF2_rna-XM_025144815.1
TFPI	TFPI_rna-XM_025152276.1
NDUFAF2	NDUFAF2_rna-NM_001199230.1
COL4A2	COL4A2_ENSGALT00000100687.1
WASHC1	WASHC1_rna-XM_015285752.1
IMPA1	IMPA1_rna-XM_004939935.3
INPP5D	INPP5D_rna-XM_025153530.1
MCFD2	MCFD2_ENSGALT00000051293.2
BLNK	BLNK_rna-XM_015288572.2
RTKN2	RTKN2_rna-NM_001199597.1
MAOB	MAOB_rna-XM_416766.6
MXD4	MXD4_rna-NM_001006460.1
NIP7	NIP7_ENSGALT00000000923.6
KANSL1	KANSL1_rna-XM_015299371.2
LUC7L3	LUC7L3_rna-XM_015295410.2
RHOU	RHOU_rna-XM_015284392.2
IGSF6	IGSF6_ENSGALT00000042629.3
CBL	CBL_rna-NM_204208.1
TFAP4	TFAP4_rna-XM_015294648.2
INF2	INF2_rna-XM_004936399.3
MOCS1	MOCS1_ENSGALT00000016332.6
USP49	USP49_rna-XM_025143790.1
ARID2	ARID2_rna-XM_004937552.3
WDSUB1	WDSUB1_rna-XM_015290161.2
TNS3	TNS3_rna-XM_025147236.1
CUX1	CUX1_rna-XM_015295632.2
GCNT7	GCNT7_rna-XM_015296534.2
SLC51AL	SLC51AL_rna-XM_025146523.1
CTBPL	CTBPL_rna-XM_025154870.1
SYTL3	SYTL3_ENSGALT00000102724.1
IL9	IL9_rna-NM_001037825.1
NDUFS1	NDUFS1_rna-NM_001006518.1
RGS2	RGS2_rna-NM_204395.2
SLC10A7	SLC10A7_rna-XM_015276179.2
GOSR2	GOSR2_rna-NM_001080864.2
C6H10orf107	C6H10orf107_rna-XM_015288138.2
NGF	NGF_rna-NM_001293108.1
PARD3	PARD3_rna-NM_001039280.2
TRIP13	TRIP13_rna-NM_001305056.1
FAAH2	FAAH2_rna-XM_015278380.2
MAT2A	MAT2A_rna-XM_004949334.3
WWP1	WWP1_ENSGALT00000080134.2
LRCH2	LRCH2_rna-XM_003641100.4
SAR1A	SAR1A_rna-XM_421589.6
BRICD5	BRICD5_rna-XM_015294467.2
SMUG1	SMUG1_ENSGALT00000102325.1
NASP	NASP_rna-XM_015291269.2
STAU1	STAU1_rna-NM_001012831.1
C14orf39	C14orf39_ENSGALT00000080303.3
CKB	CKB_rna-XM_015287304.2
TBX22	TBX22_rna-NM_204106.1
NT5C1A	NT5C1A_rna-XM_004947880.3
DIAPH2	DIAPH2_rna-XM_015278157.2
AADAT	AADAT_rna-XM_015285387.2
CRCBL	CRCBL_rna-XM_015288199.2
OPN3	OPN3_rna-XM_426139.5
FILIP1L	FILIP1L_rna-XM_003640468.4
PER2	PER2_rna-XM_015276796.2
MSH6	MSH6_rna-XM_015278119.2
AIMP1	AIMP1_rna-XM_015276575.2
DESI2	DESI2_rna-XM_025148710.1
RWDD2B	RWDD2B_rna-XM_004938373.3
ADAR	ADAR_rna-XM_001232161.4
CDK8	CDK8_ENSGALT00000027628.6
PACS1	PACS1_rna-XM_015283414.2
HFM1	HFM1_rna-XM_025153169.1
ZCCHC7	ZCCHC7_rna-XM_004949713.3
RSAD2	RSAD2_ENSGALT00000026450.5
DGKB	DGKB_rna-XM_015281877.2
ARHGAP24	ARHGAP24_rna-XM_025149795.1
PLEKHS1	PLEKHS1_ENSGALT00000033099.4
BAG2	BAG2_ENSGALT00000043309.3
ARHGAP22	ARHGAP22_rna-XM_015288435.2
HIC2	HIC2_rna-XM_015275229.2
NFRKB	NFRKB_rna-NM_001198556.1
SLF2	SLF2_rna-XM_025151657.1
USP46	USP46_rna-XM_420711.6
HSBP1	HSBP1_rna-NM_001112809.1
CCSER2	CCSER2_rna-XM_015287972.2
TSEN2	TSEN2_rna-XM_015293061.2
ECI2	ECI2_rna-XM_025147672.1
SNX5	SNX5_ENSGALT00000033264.5
USP13	USP13_rna-NM_001305103.1
PDZRN4	PDZRN4_ENSGALT00000030693.5
MAPT	MAPT_rna-XM_015299337.2
CASP6	CASP6_ENSGALT00000019897.5
NUMBL	NUMBL_rna-XM_015285030.2
BCL9	BCL9_rna-XM_015298264.2
C22H2ORF42	C22H2ORF42_rna-XM_015297475.2
OCM2	OCM2_rna-NM_001007477.3
FAM110B	FAM110B_rna-XM_015282682.2
HECTD1	HECTD1_rna-XM_015287623.2
MACF1	MACF1_rna-XM_015297867.2
PLTP	PLTP_rna-XM_025142263.1
HVCN1	HVCN1_rna-XM_015275298.2
AP3S1	AP3S1_ENSGALT00000003691.6
L3MBTL3	L3MBTL3_rna-XM_015284136.2
EPB41	EPB41_rna-XM_015297632.1
PALM	PALM_rna-XM_015299888.2
MAGI1	MAGI1_ENSGALT00000095590.1
CHRNA1	CHRNA1_rna-NM_204816.1
VPS13A	VPS13A_rna-XM_015280270.2
EPS15	EPS15_rna-XM_015291018.2
TMCO4	TMCO4_rna-XM_015297033.2
MSRB1	MSRB1_rna-NM_001135558.2
FAM114A1	FAM114A1_rna-XM_015285653.2
ARID1B	ARID1B_rna-XM_015284232.2
RC3H1	RC3H1_rna-XM_025153236.1
OR14A16L13	OR14A16L13_rna-XM_025145344.1
FASTK	FASTK_ENSGALT00000077037.3
ELN	ELN_rna-XM_025141920.1
C9orf3	C9orf3_ENSGALT00000097512.1
PROM1	PROM1_rna-XM_015285750.2
RHOF	RHOF_rna-XM_025155457.1
MCOLN1	MCOLN1_ENSGALT00000065970.3
VAV3	VAV3_ENSGALT00000081334.2
CLASP2	CLASP2_rna-XM_015281508.2
SNX10	SNX10_rna-XM_015281467.1
MHCIY	MHCIY_rna-XM_025155769.1
RASSF7	RASSF7_rna-XM_015286725.2
RAPGEF4	RAPGEF4_rna-XM_025152579.1
MARCH1	MARCH1_rna-NM_001286224.1
DPP9	DPP9_rna-XM_418272.6
RAP1GDS1	RAP1GDS1_ENSGALT00000019958.6
ZNF302	ZNF302_rna-XM_025141555.1
CARF	CARF_rna-XM_004942633.3
TAF4B	TAF4B_rna-XM_419170.6
MTMR2	MTMR2_ENSGALT00000044926.3
CACNA1D	CACNA1D_rna-NM_205034.2
CLIP1	CLIP1_ENSGALT00000091243.1
XAF1	XAF1_ENSGALT00000009537.7
COX4I1	COX4I1_rna-XM_015292558.1
SYNJ2	SYNJ2_rna-XM_003640916.4
RITA1	RITA1_rna-XM_015294867.2
RNF152	RNF152_rna-NM_001305034.1
CACNB3	CACNB3_rna-XM_025145685.1
LMO3	LMO3_rna-XM_015292023.2
PTPN5	PTPN5_ENSGALT00000102849.1
IGFN1	IGFN1_rna-XM_025143759.1
PFN4	PFN4_rna-XM_025149107.1
C21H1orf159	C21H1orf159_rna-XM_025142668.1
MRPL28	MRPL28_rna-NM_001031359.2
NMRK1	NMRK1_rna-XM_025145268.1
TBC1D31	TBC1D31_rna-XM_025148150.1
IGLL1	IGLL1_rna-XM_025155474.1
KIAA0355	KIAA0355_rna-XM_015292464.2
CACNA1C	CACNA1C_rna-XM_015286441.2
TMEM51	TMEM51_rna-XM_015297184.2
EFNB1	EFNB1_rna-XM_015278194.2
BCLAF1	BCLAF1_rna-XM_015284178.2
DOCK2L	DOCK2L_rna-XM_015301283.2
TGFBI	TGFBI_rna-NM_205036.1
TMEM39B	TMEM39B_rna-XM_025142995.1
N4BP3	N4BP3_rna-XM_015293825.2
WNT10A	WNT10A_rna-NM_001006590.1
TXNL4A	TXNL4A_rna-XM_418903.6
CTSA	CTSA_rna-XM_025142262.1
EMC2	EMC2_rna-XM_025147115.1
NCKAP5	NCKAP5_rna-XM_025152643.1
TJP2	TJP2_rna-XM_015280246.2
BID	BID_rna-XM_025153546.1
MTCP1	MTCP1_rna-XM_015278399.2
EPRS	EPRS_rna-XM_015283649.2
KCNMA1	KCNMA1_rna-XM_015288185.1
AIM1L	AIM1L_rna-XM_004947665.3
FBXL17	FBXL17_rna-XM_015280454.2
ACSM5	ACSM5_ENSGALT00000053520.2
OR14A16L28	OR14A16L28_rna-XM_003643602.4
STRAP	STRAP_rna-NM_001006247.2
GPR55	GPR55_rna-XM_025153423.1
FBXL4	FBXL4_rna-XM_025149048.1
TMEM98	TMEM98_rna-XM_025144006.1
CCDC83	CCDC83_rna-XM_025146925.1
GRAMD1C	GRAMD1C_rna-XM_015295398.2
NTNG1	NTNG1_rna-XM_015290348.2
ND4L	ND4L_ENSGALT00000079811.1
TMEM255B	TMEM255B_rna-XM_025146702.1
ZCCHC2	ZCCHC2_ENSGALT00000021019.8
CCNI	CCNI_rna-XM_420590.6
TSSC4	TSSC4_rna-XM_015286595.2
geneid-LOC112531087	geneid-LOC112531087_id-LOC112531087
GNGT2	GNGT2_rna-NM_001302108.1
FAM19A2	FAM19A2_rna-XM_001234988.5
SNRPN	SNRPN_ENSGALT00000063653.2
EHBP1	EHBP1_rna-XM_015278105.2
FAM169A	FAM169A_rna-XM_015277650.2
UNKL	UNKL_rna-XM_015294516.2
VASN	VASN_rna-XM_015294678.1
PDCD6IP	PDCD6IP_rna-XM_015281532.2
UPP1	UPP1_ENSGALT00000031003.5
RDH7L	RDH7L_rna-XM_025152634.1
KDM4C	KDM4C_rna-XM_003642992.4
AvBD2	AvBD2_rna-NM_001201399.1
TMOD3	TMOD3_ENSGALT00000007504.2
USP34	USP34_rna-XM_025148616.1
MOSPD1	MOSPD1_ENSGALT00000009895.6
UGCG	UGCG_ENSGALT00000025295.7
CNOT6L	CNOT6L_rna-XM_015276619.2
COBLL1	COBLL1_rna-XM_015289732.2
CFD	CFD_ENSGALT00000102211.1
MFSD2B	MFSD2B_ENSGALT00000026615.7
KIF1A	KIF1A_rna-XM_025153552.1
NFE2L2	NFE2L2_rna-XM_015289385.2
KCNIP4	KCNIP4_rna-XM_025149478.1
MCF2L	MCF2L_rna-XM_015277849.2
SMC1B	SMC1B_rna-XM_416467.6
MCT2L	MCT2L_rna-XM_025154567.1
MOCS2	MOCS2_ENSGALT00000064736.2
GTF3C3	GTF3C3_ENSGALT00000065270.2
PVALB	PVALB_rna-XM_015284580.2
WBP1L	WBP1L_rna-XM_004942244.3
TFPI	TFPI_rna-XM_025152287.1
ARHGDIB	ARHGDIB_rna-XM_025148365.1
PPP2R2C	PPP2R2C_rna-XM_004936177.3
IRX2	IRX2_ENSGALT00000102725.1
KLHL23	KLHL23_ENSGALT00000015791.6
FN3KRP	FN3KRP_rna-XM_025141583.1
PTPRF	PTPRF_rna-XM_025153099.1
PM20D1	PM20D1_ENSGALT00000095453.1
KLHL21	KLHL21_rna-XM_015296993.2
B3GNT5	B3GNT5_rna-XM_015291415.2
ATP6V1G1	ATP6V1G1_ENSGALT00000011643.6
PTPRD	PTPRD_rna-XM_015280152.2
WDR31	WDR31_rna-XM_025141518.1
LRP1B	LRP1B_rna-XM_422146.6
TNFRSF8	TNFRSF8_rna-XM_015296813.2
COMMD4	COMMD4_rna-XM_025153875.1
CNOT7	CNOT7_ENSGALT00000072687.2
THSD7B	THSD7B_rna-XM_025152313.1
CCR7	CCR7_rna-NM_001198752.1
RPL3L	RPL3L_rna-XM_015294203.2
PRKAG1	PRKAG1_rna-XM_015273811.2
SEC16A	SEC16A_rna-XM_004945973.3
MAPKAPK3	MAPKAPK3_ENSGALT00000100515.1
NEK1	NEK1_rna-XM_015285382.2
SLC31A1	SLC31A1_rna-NM_001305657.1
NAV1	NAV1_rna-XM_025143784.1
C14ORF39	C14ORF39_rna-XM_025151272.1
PCP4	PCP4_rna-NM_001278148.1
MSANTD2	MSANTD2_rna-XM_025143212.1
RBSN	RBSN_rna-XM_004944730.3
MTMR3	MTMR3_rna-XM_004934456.3
PDGFRB	PDGFRB_ENSGALT00000067683.2
RHEB	RHEB_ENSGALT00000106751.1
NKD1	NKD1_rna-XM_414094.6
ACP1	ACP1_ENSGALT00000074537.2
AFF1	AFF1_rna-XM_420549.6
UBN1	UBN1_rna-XM_015294651.2
RAP1GAP1	RAP1GAP1_rna-XM_025143003.1
HMGN4	HMGN4_ENSGALT00000056521.2
MYH10	MYH10_rna-XM_015295126.2
UCK1	UCK1_rna-XM_025141517.1
FHOD1	FHOD1_ENSGALT00000092227.1
EYA3	EYA3_rna-XM_015297522.2
DCTN1	DCTN1_rna-XM_015301310.2
TDRD3	TDRD3_rna-XM_015275390.2
RNPEP	RNPEP_rna-XM_015298871.2
NKRF	NKRF_rna-NM_001012887.2
C14H7ORF62	C14H7ORF62_rna-XM_025155245.1
ARL2	ARL2_rna-XM_015293850.2
GPD1L	GPD1L_ENSGALT00000018718.6
PTPN22	PTPN22_ENSGALT00000040106.5
CNKSR2L	CNKSR2L_rna-XM_015278509.1
NAP1L1	NAP1L1_ENSGALT00000016642.6
RNF123	RNF123_ENSGALT00000101522.1
CCNL2	CCNL2_rna-XM_025142480.1
LSS	LSS_rna-NM_001006514.2
ITGB8	ITGB8_rna-XM_003640686.4
KPNA7	KPNA7_rna-XM_004945165.3
ATG10	ATG10_ENSGALT00000073155.2
EEF2KMT	EEF2KMT_rna-NM_001030627.1
ZNF652	ZNF652_rna-XM_003642788.4
NAA80	NAA80_ENSGALT00000102843.1
CDK2	CDK2_rna-NM_001199857.1
PLA2G4A	PLA2G4A_rna-XM_015290567.2
LFNG	LFNG_rna-NM_204948.1
FRMD4A	FRMD4A_rna-XM_025153380.1
RYR2	RYR2_rna-XM_025149037.1
SEPT5	SEPT5_rna-NM_001030654.2
ABCB7	ABCB7_rna-XM_420301.6
FAM83B	FAM83B_rna-XM_015284902.2
AZIN2	AZIN2_rna-NM_001293656.1
ANKRD11	ANKRD11_ENSGALT00000105125.1
GNPTAB	GNPTAB_rna-XM_025155744.1
PLEKHM2	PLEKHM2_rna-XM_015297167.2
C3H1ORF115	C3H1ORF115_rna-XM_429841.6
VTG2	VTG2_rna-NM_001031276.1
IQCF6	IQCF6_rna-XM_015292874.2
TTR	TTR_rna-NM_001281498.1
C19orf24	C19orf24_rna-XM_015299977.2
LCA5L	LCA5L_rna-XM_015301271.2
AP1B1	AP1B1_rna-XM_004934469.3
SNN	SNN_rna-XM_004945089.3
CARD9	CARD9_rna-XM_015279806.2
NXNL2	NXNL2_ENSGALT00000044784.4
LAPTM4B	LAPTM4B_rna-XM_001233338.5
SP4	SP4_ENSGALT00000071787.2
METTL21A	METTL21A_rna-NM_001277846.1
INTS2	INTS2_rna-NM_001030722.1
EHBP1	EHBP1_rna-XM_025148838.1
WRN	WRN_rna-XM_025149603.1
UMOD	UMOD_rna-XM_015292282.2
CANT1	CANT1_rna-XM_015295422.2
PIM1	PIM1_rna-XM_003642712.4
ARFGEF2	ARFGEF2_rna-XM_417388.6
OAZ2	OAZ2_ENSGALT00000053749.2
CSGALNACT1	CSGALNACT1_rna-XM_025150407.1
STS	STS_rna-XM_025146626.1
KCNK13	KCNK13_ENSGALT00000059214.2
CLDN2	CLDN2_rna-NM_001277622.1
CFAP58	CFAP58_ENSGALT00000013711.7
DNAJC7	DNAJC7_rna-NM_001031502.2
RYR2	RYR2_rna-XM_025149044.1
CNTN1	CNTN1_rna-NM_001004381.3
SSR1	SSR1_rna-NM_001006375.1
TROVE2	TROVE2_ENSGALT00000003947.6
TMIGD1	TMIGD1_rna-NM_001282184.1
PAX5	PAX5_rna-XM_015280784.2
TMEM255B	TMEM255B_rna-XM_025146698.1
LRRFIP1	LRRFIP1_rna-XM_015289295.2
PIF1	PIF1_rna-XM_015291325.2
KLHDC8A	KLHDC8A_rna-XM_015299086.2
MPP2	MPP2_rna-XM_015299625.2
RFC2	RFC2_ENSGALT00000047466.2
NT5DC2	NT5DC2_ENSGALT00000055942.2
USP48	USP48_rna-NM_001079743.1
ATL2	ATL2_rna-XM_015283570.2
NFIB	NFIB_rna-XM_015280082.2
TCERG1	TCERG1_rna-XM_015294052.1
BRSK2	BRSK2_rna-XM_015286603.2
ZNF704	ZNF704_rna-XM_004939931.3
BNIP3	BNIP3_ENSGALT00000017059.6
MLN	MLN_ENSGALT00000104776.1
DLG2	DLG2_rna-XM_015280149.2
GDAP1L1	GDAP1L1_rna-XM_015296726.2
RNF34	RNF34_rna-XM_025155454.1
FOXP2	FOXP2_rna-XM_025151551.1
LARGE2	LARGE2_rna-NM_001004404.2
RYR3	RYR3_rna-XM_015287303.2
DDX55	DDX55_rna-NM_001006185.1
GCNT3	GCNT3_rna-XM_425064.5
SMIM18	SMIM18_ENSGALT00000093271.1
ZMIZ1	ZMIZ1_rna-XM_015288286.2
TEX12	TEX12_rna-XM_001233098.5
NGEF	NGEF_rna-XM_015276858.1
CD151	CD151_rna-NM_001006472.1
PLCL1	PLCL1_rna-XM_421916.6
ELFN2	ELFN2_rna-XM_015288333.2
RHPN1	RHPN1_rna-XM_418410.5
XPO7	XPO7_rna-XM_015297373.2
USP6NL	USP6NL_rna-XM_025150830.1
PAH	PAH_rna-NM_001001298.1
COG7	COG7_rna-NM_001277564.1
RIMBP3C	RIMBP3C_rna-XM_025143266.1
SLC1A2	SLC1A2_rna-XM_015286992.2
RNF2	RNF2_rna-XM_015290551.2
RPS17	RPS17_ENSGALT00000048891.2
HIST1H2B7	HIST1H2B7_rna-NM_001079720.1
ASAP2	ASAP2_rna-XM_015276072.2
JAKMIP1	JAKMIP1_rna-XM_025150044.1
